C.D.S.  -  SIMBAD4 rel 1.8  -  2022.07.06CEST07:39:17

splum = 'V' & sptype <= 'K9' & sptype  >= 'K0' &
dec <  24 & dec  > -24
------------------------------------------------------------------------

Number of objects : 2648

 #  	            identifier             	      typ       	     coord1 (ICRS,J2000/2000)      	      coord2 (FK5,J2000/2000)      	      coord4 (Ecl,J2000/2000)      	  Mag U  	  Mag B  	  Mag V  	  Mag R  	  Mag I  	  spec. type   	#bib	#not
----	-----------------------------------	----------------	-----------------------------------	-----------------------------------	-----------------------------------	---------	---------	---------	---------	---------	---------------	----	----
2119	CoRoT 102724686                    	Variable*       	101.0501091958800 -00.0428424425400	101.0501155559283 -00.0428483523252	102.0200681741043 -23.0222371145893	     ~   	14.643   	13.459   	13.163   	     ~   	K5V            	   2	   0
2120	CoRoT 102747861                    	Variable*       	101.1817734325300 +00.3727791359200	101.1817798028010 +00.3727732228840	102.1248953794083 -22.5971025977603	     ~   	15.038   	14.236   	14.110   	     ~   	K2V            	   2	   0
2121	CoRoT 102757292                    	Variable*       	101.2344050788900 +00.4043000694600	101.2344114498972 +00.4042941551333	102.1788361352596 -22.5612853327865	     ~   	15.423   	13.354   	12.600   	     ~   	K7V            	   2	   0
2122	CoRoT 110656078                    	RotV*           	102.2895255033700 -04.8280758749800	102.2895317552454 -04.8280818141281	103.8571872651945 -27.6781147002859	     ~   	15.040   	14.031   	13.659   	     ~   	K3V            	   3	   0
2123	CoRoT 110657788                    	Variable*       	102.3167837433000 -04.7449730444000	102.3167899972988 -04.7449789841627	103.8787329822491 -27.5927942577096	     ~   	15.516   	14.488   	14.199   	     ~   	K3V            	   2	   0
2124	CoRoT 110658876                    	Variable*       	102.3334267501700 -05.3452419296600	102.3334329907054 -05.3452478697973	103.9626503086469 -28.1886940335351	     ~   	14.719   	13.827   	13.589   	     ~   	K2V            	   2	   0
2125	CoRoT 110661118                    	EllipVar        	102.5201089409000 -04.7947494534200	102.5201151955387 -04.7947553977246	104.1117432298061 -27.6227785581452	     ~   	15.111   	13.981   	13.731   	     ~   	K5V            	   2	   0
2126	CoRoT 110661205                    	Variable*       	102.5213663652200 -04.1827096778900	102.5213726335112 -04.1827156222225	104.0462846781186 -27.0135069006978	     ~   	15.894   	15.008   	14.919   	     ~   	K2V            	   2	   0
2127	CoRoT 110671419                    	Variable*       	102.7988019305200 -05.6562125532300	102.7988081687788 -05.6562185036385	104.5210474422892 -28.4526175414487	     ~   	     ~   	14.366   	14.018   	     ~   	K7V            	   2	   0
2128	CoRoT 110681254                    	Variable*       	103.0353961334000 -03.1252722034900	103.0354024281262 -03.1252781589699	104.5004535348989 -25.9107750863328	     ~   	14.373   	13.400   	13.094   	     ~   	K2V            	   2	   0
2129	CoRoT 110681437                    	Variable*       	103.0367239486000 -05.0986459243900	103.0367302012423 -05.0986518798980	104.7245715008206 -27.8740020195677	     ~   	15.317   	14.359   	14.183   	     ~   	K3V            	   2	   0
2130	CoRoT 110685176                    	RotV*           	103.2263881124200 -05.6140700323800	103.2263943559685 -05.6140759918797	104.9974381838000 -28.3673638202485	     ~   	14.958   	13.938   	13.625   	     ~   	K1V            	   2	   0
2131	CoRoT 110742617                    	RotV*           	102.3826934062400 -05.1163076866700	102.3826996524251 -05.1163136279132	103.9929604322317 -27.9560942464894	     ~   	14.807   	13.885   	13.553   	     ~   	K2V            	   2	   0
2132	CoRoT 110750149                    	Variable*       	102.6569274 -04.2071470            	102.6569337 -04.2071529            	104.1999958 -27.0246706            	     ~   	14.601   	13.777   	13.54    	     ~   	K2V            	   2	   0
2133	CoRoT 110765224                    	Variable*       	103.0939587892900 -04.3019582086700	103.0939650593985 -04.3019641653895	104.6975201270669 -27.0756355037674	     ~   	14.140   	13.102   	12.826   	     ~   	K3V            	   2	   0
2134	CoRoT 110771586                    	Variable*       	103.3088274 -05.2051800            	103.3088337 -05.2051860            	105.0420054 -27.9521735            	     ~   	15.112   	14.248   	13.949   	     ~   	K3V            	   2	   0
2135	CoRoT 110827917                    	Variable*       	102.2487228055400 -04.2396707737400	102.2487290704667 -04.2396767119656	103.7484980552101 -27.0962543023276	     ~   	14.376   	13.463   	13.257   	     ~   	K2V            	   3	   0
2136	CoRoT 110835604                    	HighPM*         	102.6714618789300 -04.2015797406000	102.6714681479452 -04.2015856882370	104.2155774591518 -27.0177111128454	     ~   	14.892   	13.775   	13.396   	     ~   	K5V            	   2	   0
2137	CoRoT 110836450                    	Variable*       	102.6848112156000 -05.6267664675400	102.6848174533364 -05.6267724154689	104.3893376748615 -28.4346370144915	     ~   	14.464   	13.611   	13.897   	     ~   	K2V            	   2	   0
2138	CoRoT 110855323                    	EclBin          	103.1691946619600 -05.0227801175900	103.1692009174352 -05.0227860758929	104.8642580191303 -27.7850762167782	     ~   	17.202   	16.148   	15.898   	     ~   	K5V            	   2	   0
2139	BD-13 2439A                        	HighPM*         	123.2852437781354 -13.9169772741558	123.2852503673603 -13.9169832823581	129.3884980930081 -32.9173790390224	     ~   	12.15    	10.18    	9.511    	     ~   	K7V            	   9	   0
2140	ATO J272.0086-19.2514              	TTauri*         	272.0086213267300 -19.2513441861400	272.0086285024396 -19.2513385731601	271.9013129522372 +04.1746966482547	     ~   	     ~   	     ~   	     ~   	     ~   	K1V            	   3	   0
2141	2MASS J00182645-1511492            	Star            	004.6102229507900 -15.1970003787700	004.6102277600164 -15.1969983034762	358.0287537220980 -15.7453003446125	     ~   	     ~   	     ~   	     ~   	     ~   	K4V            	   2	   0
2142	2MASS J06450075+0013356            	YSO             	101.2531293794700 +00.2265365157400	101.2531357461184 +00.2265306009553	102.2152409165243 -22.7368464166042	     ~   	     ~   	     ~   	20.24    	18.86    	K0V            	   2	   0
2143	2MASS J06452774+0015514            	YSO             	101.3655735429900 +00.2644199711500	101.3655799105108 +00.2644140536282	102.3332276685013 -22.6895899498408	     ~   	     ~   	     ~   	20.22    	18.93    	K4V            	   2	   0
2144	[CRA2011] D25 J06444714+0013320    	YSO             	101.1964311947300 +00.2254770746000	101.1964375613755 +00.2254711612040	102.1540781188909 -22.7426622730039	     ~   	20.79    	19.38    	18.51    	17.33    	K2V            	   2	   0
2145	V* UX Tau A                        	TTauri*         	067.5166384233700 +18.2304083126400	067.5166462500353 +18.2304041716851	068.6587540204264 -03.5586292909155	     ~   	12.92    	11.15    	     ~   	     ~   	K2Ve           	 342	   0
2146	CoRoT-29                           	Star            	278.9020854552000 +06.4796322654700	278.9020916298287 +06.4796381178260	280.1859947831296 +29.6046997788570	     ~   	16.704   	15.560   	     ~   	     ~   	K0V            	  10	   0
2147	HD 6156B                           	HighPM*         	015.6143662956200 -21.6095170926800	015.6143702783641 -21.6095161460541	005.3023336549098 -25.9400504921348	     ~   	10.889   	10.2     	     ~   	     ~   	K0V+K5V        	   7	   0
2148	PM J03242-0414                     	HighPM*         	051.0746383305600 -04.2416788947300	051.0746442882284 -04.2416816069271	047.4412482791383 -22.1151675657352	     ~   	     ~   	11.941   	11.540   	     ~   	K5V            	   4	   0
2149	HG 7-142                           	HighPM*         	064.0546675176300 +18.8845052201000	064.0546754835778 +18.8845013553925	065.5235126519849 -02.3772641940679	     ~   	13.35    	11.894   	11.464   	     ~   	K5V            	  31	   0
2150	PM J05300+1207W                    	HighPM*         	082.5069311177900 +12.1240121647800	082.5069381721350 +12.1240070138435	082.5340158409622 -11.1212987885672	     ~   	     ~   	11.836   	11.429   	     ~   	K5Ve           	   6	   0
2151	PM J19231+2120                     	HighPM*         	290.7957075817700 +21.3495695792000	290.7957137863206 +21.3495756443101	296.8205897919636 +42.8718088776601	     ~   	     ~   	     ~   	11.193   	     ~   	K7.5V          	   6	   0
2152	UCAC4 402-119324                   	HighPM*         	300.7715394871500 -09.6822618085500	300.7715457363043 -09.6822557657534	300.8607169585118 +10.5213234913239	     ~   	     ~   	11.820   	11.508   	     ~   	K6V            	   2	   0
2153	BPM 66836                          	HighPM*         	324.2080461809000 -21.7664228082900	324.2080513419477 -21.7664175250072	319.3928129257676 -07.1329874109802	     ~   	13.3     	11.794   	11.549   	     ~   	K4V            	   2	   0
2154	BPM 82232                          	HighPM*         	335.2371849560100 -06.0434022261700	335.2371908978009 -06.0433976154423	334.8456793124707 +03.9619501670288	     ~   	13.3     	11.812   	11.398   	     ~   	K4V            	   5	   0
2155	HD 221224A                         	HighPM*         	352.5321385725599 -17.2838527790800	352.5321433304840 -17.2838495542980	346.2285743811433 -12.8984998326546	     ~   	11.46    	10.49    	10.40    	     ~   	K0V(e)         	   5	   0
2156	K2-22                              	Low-Mass*       	169.4828220677300 +02.6190564899400	169.4828282013377 +02.6190529956419	169.3064100911801 -01.7538681692892	     ~   	17.04    	15.60    	15.38    	     ~   	K7V            	  31	   0
2157	HATS-7                             	HighPM*         	208.8569454330900 -21.2077012472900	208.8569541461800 -21.2077007933460	214.2865829168295 -08.7963928210158	     ~   	14.36    	13.34    	13.17    	     ~   	K2V            	  10	   0
2158	CoRoT 102830778                    	Star            	101.7170070240000 -02.5948091723900	101.7170133238157 -02.5948150983192	102.9898783155328 -25.5072896725135	     ~   	14.647   	13.905   	13.694   	     ~   	K0V            	   1	   0
2159	CoRoT 102616060                    	Star            	100.4532564217900 -01.8026071879400	100.4532627362316 -01.8026130825979	101.5256331347124 -24.8246373110934	     ~   	14.732   	13.898   	13.707   	     ~   	K0V            	   1	   0
2160	CoRoT 102592620                    	Star            	100.3093838457300 -01.0027552835900	100.3093901806267 -01.0027611745057	101.2989805493600 -24.0385918412565	     ~   	15.043   	14.203   	13.971   	     ~   	K0V            	   1	   0
2161	CoRoT 102593578                    	RGB*            	100.3162272940800 -00.1899847090000	100.3162336502273 -00.1899906000945	101.2374653700352 -23.2277484999250	     ~   	11.778   	12.322   	11.778   	11.101   	K0V            	   5	   0
2162	CoRoT 102614043                    	Star            	100.4405729078200 -01.5304109133700	100.4405792292775 -01.5304168076995	101.4879414050438 -24.5543064903578	     ~   	15.181   	14.302   	14.105   	     ~   	K0V            	   1	   0
2163	CoRoT 102753457                    	Star            	101.2127375065600 -00.1223525457900	101.2127438646716 -00.1223584595860	102.2034085221451 -23.0878966839992	     ~   	14.214   	13.356   	13.286   	     ~   	K0V            	   1	   0
2164	CoRoT 102634571                    	Star            	100.5675756241400 -00.7797792477200	100.5675819652282 -00.7797851453249	101.5612819509792 -23.7959568554547	     ~   	14.015   	13.190   	13.015   	     ~   	K0V            	   1	   0
2165	CoRoT 102634932                    	Star            	100.5696109994000 -01.5637005983800	100.5696173203571 -01.5637064960371	101.6322372546881 -24.5772041916629	     ~   	14.647   	13.722   	13.506   	     ~   	K0V            	   1	   0
2166	CoRoT 102678348                    	Star            	100.7993650754200 +00.8887766714700	100.7993714589831 +00.8887707679619	101.6670761688247 -22.1141981215359	     ~   	     ~   	13.125   	12.883   	     ~   	K0V            	   1	   0
2167	CoRoT 102800095                    	Star            	101.4898849589300 -00.9320001271300	101.4898912976563 -00.9320060476512	102.5798130967166 -23.8709323085958	     ~   	15.476   	14.508   	14.368   	     ~   	K0V            	   1	   0
2168	CoRoT 102736212                    	Star            	101.1166495575400 -00.6796840152100	101.1166559018699 -00.6796899266420	102.1500471038507 -23.6513248881671	     ~   	14.381   	13.504   	13.287   	     ~   	K0V            	   1	   0
2169	CoRoT 102835649                    	Star            	101.7495319294600 -00.7111028371100	101.7495382738257 -00.7111087638060	102.8412409292115 -23.6281581893719	     ~   	14.319   	13.513   	13.264   	     ~   	K0V            	   1	   0
2170	CoRoT 102731791                    	Star            	101.0914687263000 -01.5057377970600	101.0914750501598 -01.5057437078697	102.1984763090596 -24.4765783675572	     ~   	14.184   	13.343   	13.171   	     ~   	K0V            	   1	   0
2171	CoRoT 102743491                    	Star            	101.1573942317000 -00.3936299652000	101.1574005831217 -00.3936358776364	102.1681844524160 -23.3628629813948	     ~   	13.860   	13.038   	12.933   	     ~   	K0V            	   2	   0
2172	CoRoT 102815469                    	Star            	101.6087549760700 -01.4420940716500	101.6087613028498 -01.4420999950132	102.7582978119163 -24.3687104261703	     ~   	14.124   	13.284   	13.068   	     ~   	K0V            	   1	   0
2173	CoRoT 102584016                    	Star            	100.2475 -01.6259                  	100.2475 -01.6259                  	101.2846 -24.6647                  	     ~   	     ~   	13.387   	     ~   	     ~   	K0V            	   1	   0
2174	CoRoT 102706153                    	Star            	100.9419194182500 -00.5725750084400	100.9419257650446 -00.5725809155307	101.9503241897271 -23.5590960199813	     ~   	15.203   	14.268   	14.012   	     ~   	K0V            	   1	   0
2175	CoRoT 102705280                    	Star            	100.9372217412000 -01.7053799880300	100.9372280596443 -01.7053858950032	102.0478625123503 -24.6884077872181	     ~   	14.040   	13.079   	12.812   	     ~   	K1V            	   1	   0
2176	CoRoT 102830307                    	Star            	101.7140589292400 -01.3597212960600	101.7140652582401 -01.3597272219196	102.8653981453377 -24.2773703561911	     ~   	14.782   	13.803   	13.498   	     ~   	K1V            	   1	   0
2177	CoRoT 102674544                    	Star            	100.7794635457400 +00.6035355945800	100.7794699221184 +00.6035296915750	101.6704417322274 -22.4001155446780	     ~   	14.190   	13.275   	13.002   	     ~   	K1V            	   1	   0
